Sr.no.,year,state,permits,handguns,long_guns,bg_check,avg_age,avg_ed,avg_in,per_fem,per_hisp,per_white,per_black,per_native,per_asian,urb,region,pol
445,2010,Vermont,0,9535,14191,24276,50,7.4,34933,50,1.1,96.7,0.8,0.2,0.9,8.84,Northeast,Blue
446,2010,Virginia,0,169736,145468,320783,48,7.4,45886,51,4.9,75.8,16.2,0.3,4.8,10.91,South,Blue
447,2010,Washington,80101,117336,103848,335342,49,7.4,40976,50,6.6,83.9,2.5,1.6,6.8,11.12,West,Blue
448,2010,West Virginia,179,49351,72106,159550,51,6.6,29731,50,0.9,94.9,2.7,0.2,0.6,9.11,South,Red
449,2010,Wisconsin,1,62619,127101,194797,49,7,34926,50,2.6,93.9,2.6,0.8,1.1,10.19,Midwest,Red
450,2010,Wyoming,5916,14589,21490,47709,49,7.1,37871,49,5.6,93.8,0.6,1.9,0.6,8.26,West,Red
451,2011,Alabama,5036,130490,146290,336102,51,6.8,31784,52,1.9,73.5,23.6,0.5,0.9,9.61,South,Red
452,2011,Alaska,0,28291,34607,70198,43,6.7,35329,48,3.5,55.9,1.7,32.3,4.4,8.74,South,Red
453,2011,Arizona,32906,108245,81285,251477,50,7.1,35570,50,20.1,80.4,3.2,7.2,2.7,11.3,West,Red
454,2011,Arkansas,30087,54659,78806,206228,51,6.6,28840,51,2.8,82.7,13.7,0.6,0.8,9.26,South,Red
455,2011,California,278625,303169,320988,905701,49,7.1,42988,49,29,67.2,5.4,0.9,14.3,12.19,West,Blue
456,2011,Colorado,1280,148975,146166,336296,48,7.6,41113,50,14.3,88.3,3.1,1,2.4,11.15,West,Blue
457,2011,Connecticut,93587,49793,41435,186068,50,7.6,51018,52,9,84.3,7.6,0.2,3.2,11.41,Northeast,Blue
458,2011,Delaware,0,11126,10672,22490,50,7.2,40390,53,4.6,78.9,15.4,0.5,2.6,11.01,South,Blue
459,2011,Florida,10,379889,212419,643229,52,7.1,37089,52,17.1,81.3,13.1,0.3,2.1,11.46,South,Red
460,2011,Georgia,90278,116794,112097,367894,49,7,35105,52,4.7,67.6,27,0.2,2.5,10.55,South,Red
461,2011,Hawaii,12626,0,0,12635,50,7.3,38279,49,7,26.4,1.4,0.3,51.9,11.09,South,Blue
462,2011,Idaho,16284,27967,47957,106616,49,7,30666,49,7.4,93.7,0.4,1.8,1.1,9.59,West,Red
463,2011,Illinois,553984,134178,133935,828962,49,7.2,39459,51,8.7,81.5,10.8,0.2,3.5,11.62,Midwest,Blue
464,2011,Indiana,78242,136250,130012,359840,49,6.8,32287,51,3.2,89.7,6.7,0.2,1.1,10.41,Midwest,Red
465,2011,Iowa,135236,995,41838,179944,50,7,32823,51,2.3,95.5,1.5,0.4,1.1,9.59,Midwest,Red
466,2011,Kansas,13549,60955,74165,164898,50,7.1,34090,51,5.6,90.7,3.6,1,1.5,10.12,Midwest,Red
467,2011,Kentucky,2019543,92936,111518,2280832,50,6.7,31283,51,1.7,91.1,6.4,0.2,0.8,9.79,South,Red
468,2011,Louisiana,0,101519,130125,264552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
469,2011,Maine,0,27040,40838,73127,51,7.1,31194,50,0.8,96.6,0.7,0.7,0.8,9.04,Northeast,Blue
470,2011,Maryland,290,45851,53678,103020,49,7.6,49348,52,5.4,66.7,24.4,0.3,5.2,11.71,South,Blue
471,2011,Massachusetts,83795,42506,24802,153487,49,7.6,45582,52,6.6,85.6,5.1,0.2,4.5,11.84,Northeast,Red
472,2011,Michigan,201143,15224,134412,356635,50,7.1,33627,50,2.7,86.5,9.1,0.7,1.7,10.81,Midwest,Purple
473,2011,Minnesota,124260,72073,127369,337534,50,7.2,37599,49,2,93.1,2.2,1,2,10.46,Midwest,Purple
474,2011,Mississippi,4875,56615,86909,185059,50,6.7,28687,54,1.8,63.8,34.1,0.4,0.8,8.91,South,Red
475,2011,Missouri,27697,167789,160145,394923,50,6.9,32616,51,2.2,87.8,8.5,0.4,1.2,10.2,Midwest,Red
476,2011,Montana,7801,29416,50377,108974,51,7.2,31879,49,1.5,92,0.3,5.7,0.3,8.47,West,Red
477,2011,Nebraska,32299,1225,30806,65860,50,7.1,33944,51,4.3,93.9,2.6,0.9,1,10.2,Midwest,Red
478,2011,Nevada,14285,53246,42142,118740,50,6.9,36716,49,18.9,76.1,6.5,2.8,6.5,11.77,West,Purple
479,2011,New Hampshire,25986,33604,30808,90984,50,7.5,41412,51,1.6,96.4,0.6,0.2,1.4,9.92,Northeast,Purple
480,2011,New Jersey,0,31163,28005,60256,50,7.5,49847,52,12.3,75.7,11.5,0.2,7,12.24,Northeast,Blue
481,2011,New Mexico,6413,46708,45187,115620,50,7,34369,50,37.3,71.4,1.6,13.5,1.3,9.9,West,Blue
482,2011,New York,37459,65774,163547,271837,49,7.3,42584,52,11.2,74.7,12.4,0.4,6.1,12.56,Northeast,Blue
483,2011,North Carolina,167568,3703,148662,375211,50,7,34031,52,4.5,74.3,20.1,1.2,1.7,10.32,South,Red
484,2011,North Dakota,5801,15144,36835,61032,50,6.9,36023,49,1.4,93.1,0.5,3.9,0.7,9.05,Midwest,Red
485,2011,Ohio,3,243338,186301,468974,50,7,33598,51,2.1,87,9.7,0.2,1.3,10.88,Midwest,Red
486,2011,Oklahoma,1,109524,109833,271816,50,6.8,31884,50,5.2,77.8,5.5,7.4,1.3,9.94,South,Red
487,2011,Oregon,578,95413,106685,209781,50,7.3,35449,50,6.6,89.1,1.4,1.5,3.5,10.71,West,Blue
488,2011,Pennsylvania,3209,94,714553,718934,50,7,35123,51,2.8,89.8,6.6,0.2,1.8,11.15,Northeast,Purple
489,2011,Rhode Island,0,8689,7241,17271,50,7.2,39492,53,7.6,87.4,4.4,0.3,2.4,11.72,Northeast,Blue
490,2011,South Carolina,52126,81206,70232,229419,50,6.9,31985,52,2.9,70.8,25.8,0.4,1.2,10.11,South,Red
491,2011,South Dakota,0,20186,43602,69654,50,6.9,31918,49,1.7,90.7,0.6,6.1,0.6,8.73,Midwest,Red
492,2011,Tennessee,96198,188776,158193,451107,50,6.8,32678,51,2.4,83.3,13.2,0.3,1.1,10.2,South,Red
493,2011,Texas,161077,413943,423486,1155387,49,6.8,38009,50,28,79.3,10.1,0.5,3.3,11.17,South,Red
494,2011,Utah,939767,32105,46702,1020789,46,7.4,36324,48,7.3,91.9,0.7,1.1,2.4,10.96,West,Red
495,2011,Vermont,0,11276,15381,27292,50,7.5,35248,51,0.8,96.6,0.6,0.4,0.8,8.84,Northeast,Blue
496,2011,Virginia,0,175556,149404,331468,49,7.4,44152,51,4.9,74.6,17.7,0.4,4.3,10.91,South,Blue
497,2011,Washington,101640,137157,116763,394410,49,7.4,40890,50,6.5,83.8,2.5,1.8,6.7,11.12,West,Blue
498,2011,West Virginia,1163,60210,82189,185491,52,6.6,29570,51,0.9,94.8,2.8,0.2,0.7,9.11,South,Red
499,2011,Wisconsin,83719,101839,130883,322761,50,7,34088,50,2.6,93.4,3.1,0.9,1.1,10.19,Midwest,Red
500,2011,Wyoming,3992,18586,23558,52224,49,7.1,36242,49,6,91.9,0.6,3.3,0.7,8.26,West,Red
501,2012,Alabama,6135,177239,184072,431356,51,6.8,32672,52,1.9,73.7,23.4,0.6,0.9,9.61,South,Red
502,2012,Alaska,89,35851,40505,85342,44,6.7,37189,46,3.5,56.3,1.5,31.4,4.6,8.74,South,Red
503,2012,Arizona,55725,139050,107079,339663,50,7.2,37320,50,20.9,80.6,3.4,6.3,2.8,11.3,West,Red
504,2012,Arkansas,36490,69481,94539,246193,51,6.7,30425,52,3.1,83.4,12.9,0.6,0.9,9.26,South,Red
505,2012,California,324057,375569,423207,1132603,49,7.2,44144,49,29.7,66.5,5.4,1,14.3,12.19,West,Blue
506,2012,Colorado,41271,184989,170969,414838,48,7.7,43461,49,13.8,88.3,3.3,1,2.4,11.15,West,Blue
507,2012,Connecticut,117327,63570,53992,237496,50,7.6,52691,52,9,84.1,7.8,0.3,3.4,11.41,Northeast,Blue
508,2012,Delaware,36,15684,13873,30724,51,7.3,41048,52,5.2,78.4,15.8,0.3,2.7,11.01,South,Blue
509,2012,Florida,4,473185,296793,834319,53,7.2,38222,52,17.5,81.9,12.5,0.3,2.2,11.46,South,Red
510,2012,Georgia,120240,149486,138183,465560,49,7.1,37841,51,4.8,68.4,25.9,0.3,2.7,10.55,South,Red
511,2012,Hawaii,17406,2,2,17428,50,7.4,40058,49,6.8,26.4,1.5,0.3,52.4,11.09,South,Blue
512,2012,Idaho,27810,35429,57061,136482,50,7,32349,49,6.4,93.1,0.3,1.9,1.2,9.59,West,Red
513,2012,Illinois,670197,181910,174405,1036061,49,7.3,41070,51,9.3,81.3,10.6,0.2,3.6,11.62,Midwest,Blue
514,2012,Indiana,89993,188980,174306,475607,49,6.9,33489,51,3.5,89.6,6.8,0.2,1.1,10.41,Midwest,Red
515,2012,Iowa,98634,1473,45722,147700,50,7,34032,51,2.4,95.5,1.6,0.3,1.1,9.59,Midwest,Red
516,2012,Kansas,18323,82285,90441,210972,50,7.2,35622,50,5.9,90.5,3.7,0.9,1.6,10.12,Midwest,Red
517,2012,Kentucky,2279591,117969,129589,2589358,50,6.8,32522,51,1.8,91.1,6.2,0.2,1,9.79,South,Red
518,2012,Louisiana,0,129806,157772,326290,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
519,2012,Maine,0,36602,48634,91834,51,7.2,32057,51,0.8,96.4,0.6,0.9,0.7,9.04,Northeast,Blue
520,2012,Maryland,166,66909,65937,136604,49,7.6,51049,52,5.4,66.3,24.5,0.3,5.3,11.71,South,Blue
521,2012,Massachusetts,115496,55136,35033,210453,49,7.7,47285,52,6.9,85.1,5.4,0.2,4.7,11.84,Northeast,Red
522,2012,Michigan,242029,21005,159546,430405,51,7.1,34752,50,2.7,86.6,8.9,0.7,1.7,10.81,Midwest,Purple
523,2012,Minnesota,172651,102120,148621,440992,50,7.2,38778,49,2,92.8,2.1,1.1,2.1,10.46,Midwest,Purple
524,2012,Mississippi,5190,72957,104362,222297,51,6.7,29819,53,1.6,63.8,33.9,0.5,0.6,8.91,South,Red
525,2012,Missouri,40304,219811,203285,513303,50,7,33257,51,2.1,88,8.2,0.4,1.2,10.2,Midwest,Red
526,2012,Montana,12401,39239,59452,134455,51,7.2,33425,49,2.1,90.3,0.2,7,0.4,8.47,West,Red
527,2012,Nebraska,48284,1206,34758,85860,50,7.1,35227,51,4.2,93.2,2.8,0.9,1.2,10.2,Midwest,Red
528,2012,Nevada,19920,61929,51644,146363,50,7.1,39122,49,17.9,75.3,6.7,2.1,8.1,11.77,West,Purple
529,2012,New Hampshire,32899,50981,43602,128178,50,7.6,42505,50,1.4,96.1,0.8,0.2,1.4,9.92,Northeast,Purple
530,2012,New Jersey,0,45151,38508,85851,50,7.5,51210,51,12.4,75.9,11.5,0.2,7.4,12.24,Northeast,Blue
531,2012,New Mexico,8025,58155,57555,143419,51,7,33997,51,37.3,71.2,1.5,14.6,1.3,9.9,West,Blue
532,2012,New York,30529,82884,214474,338619,50,7.3,43476,51,11.6,74.4,12.3,0.4,6.3,12.56,Northeast,Blue
533,2012,North Carolina,226996,8835,191132,489307,50,7.1,35985,51,4.5,75.6,18.7,1.3,1.9,10.32,South,Red
534,2012,North Dakota,13163,22938,44526,84867,50,7,41454,49,1.5,92.6,0.7,5,0.4,9.05,Midwest,Red
535,2012,Ohio,0,328683,249311,629215,50,7,34942,51,2.1,87.1,9.6,0.2,1.3,10.88,Midwest,Red
536,2012,Oklahoma,0,158678,146545,367976,49,6.8,32678,50,5.5,76.7,5.3,8.2,1.3,9.94,South,Red
537,2012,Oregon,431,132660,133862,267041,50,7.4,36976,51,6.5,89.2,1.3,1.5,3.5,10.71,West,Blue
538,2012,Pennsylvania,93393,536,873543,968534,50,7.1,36727,51,2.9,89.6,6.6,0.1,1.8,11.15,Northeast,Purple
539,2012,Rhode Island,0,11604,10508,24050,49,7.3,39665,53,7.4,87.1,4.8,0.3,2.7,11.72,Northeast,Blue
540,2012,South Carolina,77286,113109,86155,308408,51,7,33984,52,3,72.7,23.7,0.4,1.2,10.11,South,Red
541,2012,South Dakota,0,28948,52801,88447,50,6.9,31962,50,1.9,89.2,0.7,7.4,0.7,8.73,Midwest,Red
542,2012,Tennessee,74627,233098,206066,524122,50,6.9,34477,51,2.4,83.2,13.4,0.3,1.3,10.2,South,Red
543,2012,Texas,166035,548083,535441,1436132,49,6.9,39852,50,28.7,79.1,10.2,0.6,3.5,11.17,South,Red
544,2012,Utah,123852,42737,53980,230999,46,7.4,37653,48,7.3,91.5,0.8,1.3,2.5,10.96,West,Red
545,2012,Vermont,0,14891,18590,34507,50,7.5,36274,51,1.4,97.1,0.5,0.4,0.7,8.84,Northeast,Blue
546,2012,Virginia,0,235889,203068,448754,49,7.5,47520,51,5,74.9,16.5,0.3,5,10.91,South,Blue
547,2012,Washington,132907,183670,154850,519209,50,7.5,42730,50,6.9,83.6,2.5,1.9,6.7,11.12,West,Blue
548,2012,West Virginia,3025,78593,98749,225580,52,6.6,31212,50,1,94.4,3.2,0.2,0.6,9.11,South,Red
549,2012,Wisconsin,136706,165937,158062,469375,50,7.1,35411,50,2.6,93.4,3.1,0.9,1.1,10.19,Midwest,Red
550,2012,Wyoming,3902,24029,28263,63356,49,7.2,36764,49,6.3,91.5,0.5,3.8,0.5,8.26,West,Red
551,2013,Alabama,100231,195052,203530,563880,51,6.9,34459,52,1.8,74.3,22.6,0.5,0.9,9.61,South,Red
552,2013,Alaska,2569,36678,44001,93405,44,6.7,37875,46,3.6,56.3,2,31.5,4.4,8.74,South,Red
553,2013,Arizona,76048,138744,110309,363036,50,7.2,38725,50,20.2,80.9,3.3,6.1,2.9,11.3,West,Red
554,2013,Arkansas,66434,74884,94837,279736,51,6.7,31666,51,3.1,83.2,12.6,0.6,1,9.26,South,Red
555,2013,California,423953,407355,526191,1368295,49,7.2,46416,49,29.2,66,5.4,0.9,14.7,12.19,West,Blue
556,2013,Colorado,89282,213176,188017,514658,48,7.7,45207,49,13.9,88,3,0.8,2.6,11.15,West,Blue
557,2013,Connecticut,163105,68920,57455,294338,50,7.7,55337,52,8.9,84.3,7.2,0.3,3.5,11.41,Northeast,Blue
558,2013,Delaware,2040,19799,16424,40062,51,7.4,42224,51,4.7,78.8,14.9,0.7,3,11.01,South,Blue
559,2013,Florida,167737,503401,326475,1073859,53,7.3,39517,51,17.7,81.9,12.1,0.3,2.4,11.46,South,Red
560,2013,Georgia,176406,155855,139936,527885,49,7.2,39644,51,4.9,68.4,25.7,0.2,3.1,10.55,South,Red
561,2013,Hawaii,17415,0,0,17416,50,7.4,41993,50,6.9,27.4,1.7,0.2,50.3,11.09,South,Blue
562,2013,Idaho,37423,37510,57025,147494,49,7.1,32852,48,7.1,93,0.3,1.7,1.3,9.59,West,Red
563,2013,Illinois,848615,236374,184681,1280613,49,7.3,43295,51,9.4,81.1,10.3,0.2,3.9,11.62,Midwest,Blue
564,2013,Indiana,173553,215778,183676,597124,49,7,34674,51,3.5,89.5,6.5,0.2,1.3,10.41,Midwest,Red
565,2013,Iowa,114907,2132,41371,160062,50,7,35481,51,2.2,95.8,1.5,0.3,1.1,9.59,Midwest,Red
566,2013,Kansas,35236,83208,90424,228105,50,7.2,37362,50,6,90,4.2,0.9,1.7,10.12,Midwest,Red
567,2013,Kentucky,1268713,122316,127608,1578331,50,6.9,34570,51,1.7,91,6.3,0.2,0.9,9.79,South,Red
568,2013,Louisiana,0,144927,167642,353025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
569,2013,Maine,0,38737,50959,96760,52,7.2,33279,51,0.8,96.2,0.7,1,0.6,9.04,Northeast,Blue
570,2013,Maryland,7207,132453,87046,231182,49,7.7,53041,52,5.7,65.8,24.8,0.2,5.3,11.71,South,Blue
571,2013,Massachusetts,143528,61219,40058,251361,49,7.7,49693,52,6.7,85,5.3,0.2,4.9,11.84,Northeast,Red
572,2013,Michigan,200912,136643,155359,503979,50,7.2,36035,50,2.6,86.6,8.7,0.7,1.8,10.81,Midwest,Purple
573,2013,Minnesota,231076,124002,152045,525774,50,7.3,41078,49,2,92.8,2.2,1.1,2.1,10.46,Midwest,Purple
574,2013,Mississippi,8768,83754,100270,231711,50,6.8,30555,53,1.5,64.8,32.8,0.4,0.9,8.91,South,Red
575,2013,Missouri,62745,240764,212607,567009,50,7.1,34843,52,2.1,88.1,8.1,0.4,1.2,10.2,Midwest,Red
576,2013,Montana,16704,39081,59936,137830,51,7.3,35416,50,1.8,91.1,0.2,6.5,0.6,8.47,West,Red
577,2013,Nebraska,56897,1343,31787,91553,49,7.2,37123,50,4.4,93.3,2.4,1,1.1,10.2,Midwest,Red
578,2013,Nevada,25878,59861,48128,146892,50,7,39581,49,18.1,74.3,6.6,2,8.2,11.77,West,Purple
579,2013,New Hampshire,43805,56470,46503,147726,50,7.6,43443,51,1.7,96.2,0.6,0.2,1.6,9.92,Northeast,Purple
580,2013,New Jersey,0,66786,50287,120071,50,7.6,53213,51,12.6,75.6,11.1,0.2,7.5,12.24,Northeast,Blue
581,2013,New Mexico,11997,63923,61320,156333,50,7.1,35717,50,36.9,73.9,1.7,13.1,1.3,9.9,West,Blue
582,2013,New York,28505,108508,202024,353064,49,7.4,45765,52,11.5,74.4,12.1,0.3,6.6,12.56,Northeast,Blue
583,2013,North Carolina,302094,10214,199484,574622,50,7.2,37671,52,4.6,75.3,18.3,1.2,2.1,10.32,South,Red
584,2013,North Dakota,12926,23594,44862,85812,50,7.1,41236,49,1.2,93,0.8,4.1,0.6,9.05,Midwest,Red
585,2013,Ohio,0,358748,266246,680930,50,7.1,36400,51,2.1,87.2,9.3,0.2,1.4,10.88,Midwest,Red
586,2013,Oklahoma,0,163291,154106,380634,49,6.9,34386,50,5.7,76.6,5.5,8.4,1.3,9.94,South,Red
587,2013,Oregon,559,140539,133202,274302,50,7.4,38632,51,6.5,89.2,1.3,1.3,3.5,10.71,West,Blue
588,2013,Pennsylvania,275728,317,765678,1044731,50,7.1,38280,51,3.1,89.6,6.3,0.2,1.9,11.15,Northeast,Purple
589,2013,Rhode Island,0,12800,11128,26666,49,7.4,42922,52,7.7,86.7,4.8,0.3,2.7,11.72,Northeast,Blue
590,2013,South Carolina,102873,110001,90764,335695,51,7.1,35318,52,3,74.3,22.2,0.4,1.2,10.11,South,Red
591,2013,South Dakota,26,31418,53625,92055,50,7,33921,51,1.7,89.4,0.7,7.3,0.6,8.73,Midwest,Red
592,2013,Tennessee,124271,249753,216448,600869,50,7,35930,51,2.7,83.5,12.9,0.3,1.3,10.2,South,Red
593,2013,Texas,277031,598088,568501,1633278,48,7,41877,50,28.3,79.2,10,0.5,3.8,11.17,South,Red
594,2013,Utah,214194,45853,54492,324604,45,7.4,38879,47,8,91.6,0.6,1.2,2.4,10.96,West,Red
595,2013,Vermont,0,15912,18903,36135,50,7.5,36857,51,1.1,97,0.6,0.2,0.8,8.84,Northeast,Blue
596,2013,Virginia,0,257928,229551,498426,49,7.6,49226,50,5.1,75.4,15.9,0.3,5.3,10.91,South,Blue
597,2013,Washington,152569,199142,159388,561122,50,7.5,44212,50,7,83.3,2.6,2,6.5,11.12,West,Blue
598,2013,West Virginia,5602,92387,105814,248952,52,6.7,31959,50,1.2,95,2.9,0.1,0.6,9.11,South,Red
599,2013,Wisconsin,92407,166049,165601,434688,50,7.1,37118,49,2.6,93.3,3.1,0.8,1.2,10.19,Midwest,Red
600,2013,Wyoming,7001,26692,29774,70671,49,7.3,40314,48,6.6,92.1,0.7,3.5,0.6,8.26,West,Red
601,2014,Alabama,204273,178355,170815,621305,51,6.9,34414,52,1.9,74,22.9,0.5,0.8,9.61,South,Red
602,2014,Alaska,2714,35694,39625,87623,44,6.8,39595,47,3.5,56.2,1.4,30.9,5.4,8.74,South,Red
603,2014,Arizona,56033,123375,91086,310672,51,7.2,39654,50,20.5,81.1,3.4,5.9,3,11.3,West,Red
604,2014,Arkansas,48399,60520,82670,234282,51,6.8,32070,51,3.5,83.5,12.7,0.5,0.9,9.26,South,Red
605,2014,California,547611,495962,369009,1474616,49,7.3,47436,49,29.5,65.7,5.2,0.9,15,12.19,West,Blue
606,2014,Colorado,54514,182498,156062,413284,48,7.7,46334,49,13.8,88.6,3.1,0.9,2.5,11.15,West,Blue
607,2014,Connecticut,130334,78637,59470,270297,51,7.7,56417,52,8.9,83.5,7.9,0.2,3.5,11.41,Northeast,Blue
608,2014,Delaware,2468,19310,19271,42950,51,7.4,43334,52,4.9,78.2,15.8,0.6,2.9,11.01,South,Blue
609,2014,Florida,204480,469636,274733,1034546,53,7.3,40469,52,18,81.9,12.2,0.3,2.4,11.46,South,Red
610,2014,Georgia,156469,145921,124217,484580,49,7.2,39857,51,5.3,68.5,25.5,0.2,3,10.55,South,Red
611,2014,Hawaii,15225,0,0,15225,50,7.4,42768,49,7,27.3,1.6,0.2,50.1,11.09,South,Blue
612,2014,Idaho,33730,31731,50879,131742,50,7.1,34138,48,7.2,93.7,0.4,1.6,1.1,9.59,West,Red
613,2014,Illinois,944162,235090,155203,1344096,50,7.4,43882,51,9.8,81.1,10.1,0.2,4.1,11.62,Midwest,Blue
614,2014,Indiana,258993,205212,159207,647550,50,7,35277,51,3.5,89.9,6.4,0.2,1.2,10.41,Midwest,Red
615,2014,Iowa,88110,2130,35314,127022,51,7.1,36328,51,2.7,95.8,1.5,0.3,1.1,9.59,Midwest,Red
616,2014,Kansas,22361,60729,71160,172167,50,7.2,38363,50,5.7,90.2,3.7,0.9,1.8,10.12,Midwest,Red
617,2014,Kentucky,2221902,103090,109069,2492184,50,6.9,34680,51,2,91.1,6.1,0.2,1,9.79,South,Red
618,2014,Louisiana,30,127666,146614,315357,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
619,2014,Maine,0,32357,43264,83085,52,7.2,34906,51,1,96.1,0.8,0.6,0.7,9.04,Northeast,Blue
620,2014,Maryland,19079,55012,64067,142207,49,7.8,53369,52,5.8,65.6,24.7,0.2,5.7,11.71,South,Blue
621,2014,Massachusetts,80130,59663,33395,179344,49,7.8,51485,52,6.6,84.8,5.3,0.2,5.2,11.84,Northeast,Red
622,2014,Michigan,177757,110011,125769,424091,51,7.2,36671,50,2.8,86.2,9.1,0.7,1.8,10.81,Midwest,Purple
623,2014,Minnesota,237357,92969,132957,481122,50,7.3,42048,49,2.1,92.6,2.3,1.1,2.2,10.46,Midwest,Purple
624,2014,Mississippi,8266,78174,88191,214829,51,6.8,31280,53,1.8,63.8,33.8,0.4,0.7,8.91,South,Red
625,2014,Missouri,58191,216695,188792,517063,50,7.1,35723,51,2.1,88,8.2,0.4,1.3,10.2,Midwest,Red
626,2014,Montana,11504,32607,55323,121836,51,7.3,36512,49,1.9,91.4,0.4,6,0.6,8.47,West,Red
627,2014,Nebraska,39333,1332,26356,68568,50,7.2,36705,50,4.7,92.6,2.7,1.1,1.3,10.2,Midwest,Red
628,2014,Nevada,21226,48428,35808,116735,50,7.1,39645,49,18.6,73.1,6.9,2.1,8.3,11.77,West,Purple
629,2014,New Hampshire,36823,47546,38906,124677,50,7.6,45470,50,1.8,95.4,1,0.2,1.8,9.92,Northeast,Purple
630,2014,New Jersey,0,49910,40664,92320,50,7.6,54036,51,13,74.6,11.3,0.2,8,12.24,Northeast,Blue
631,2014,New Mexico,8885,58328,52902,139780,51,7.1,35027,50,37,71.7,1.5,15.3,1.3,9.9,West,Blue
632,2014,New York,76653,96738,180565,365427,50,7.4,46701,52,11.6,73.8,12.2,0.4,7,12.56,Northeast,Blue
633,2014,North Carolina,939853,12049,165134,1182349,50,7.2,38105,51,4.9,75.2,18.5,1.3,2,10.32,South,Red
634,2014,North Dakota,8264,18892,38922,70548,50,7.1,43818,48,1.4,93.2,0.7,4.3,0.8,9.05,Midwest,Red
635,2014,Ohio,0,303396,235600,596389,50,7.1,37028,51,2.3,86.9,9.5,0.2,1.5,10.88,Midwest,Red
636,2014,Oklahoma,0,147548,135431,348495,49,6.9,34938,49,5.8,76.3,5.5,8.6,1.4,9.94,South,Red
637,2014,Oregon,538,123605,118887,243044,50,7.4,39356,50,7.1,88.7,1.4,1.4,3.6,10.71,West,Blue
638,2014,Pennsylvania,239166,507888,151566,899241,51,7.2,39076,51,3.2,89.5,6.4,0.2,1.9,11.15,Northeast,Purple
639,2014,Rhode Island,0,10045,8419,20400,50,7.3,42766,52,8.2,87.3,4.6,0.5,2.6,11.72,Northeast,Blue
640,2014,South Carolina,83278,95071,79138,289764,51,7.1,36135,52,3,73.7,22.8,0.4,1.2,10.11,South,Red
641,2014,South Dakota,48,27448,48624,83659,50,7,35562,50,1.6,89.3,0.8,7.2,0.7,8.73,Midwest,Red
642,2014,Tennessee,103268,229718,189845,533394,50,7,36285,51,2.7,82.9,13.4,0.2,1.4,10.2,South,Red
643,2014,Texas,251155,513197,504240,1465992,49,7.1,43272,49,28.4,79.3,10.2,0.5,3.8,11.17,South,Red
644,2014,Utah,172139,33765,47327,263812,46,7.5,40096,47,8.4,91.4,0.7,1.2,2.6,10.96,West,Red
645,2014,Vermont,0,13914,16346,31502,51,7.5,37992,51,1,96.6,0.7,0.3,0.9,8.84,Northeast,Blue
646,2014,Virginia,732,221407,187656,419764,49,7.6,49702,51,5.1,74.7,16.3,0.3,5.5,10.91,South,Blue
647,2014,Washington,132184,167432,130056,482115,50,7.5,45143,50,7,82.8,2.6,2,7.1,11.12,West,Blue
648,2014,West Virginia,11412,76988,89577,221847,52,6.7,31967,51,0.9,95,3.1,0.2,0.6,9.11,South,Red
649,2014,Wisconsin,52710,125208,144916,334308,51,7.1,37268,50,2.7,93,3,0.9,1.4,10.19,Midwest,Red
650,2014,Wyoming,7046,21655,27169,63063,49,7.2,39858,49,6,91.5,0.7,4.1,0.8,8.26,West,Red
651,2015,Alabama,246203,243734,176075,737509,52,6.9,36139,51,1.9,74.1,22.6,0.5,0.9,9.61,South,Red
652,2015,Alaska,2682,37086,36372,85621,45,6.8,41168,47,3.6,56.4,2,29.5,5.3,8.74,South,Red
653,2015,Arizona,47873,148400,93155,331442,51,7.3,41080,50,21.1,80.9,3.4,5.6,3,11.3,West,Red
654,2015,Arkansas,55516,77394,83097,257346,52,6.8,33795,51,3.5,83.4,12.4,0.6,1.2,9.26,South,Red
655,2015,California,873632,477822,343127,1761079,49,7.3,49610,49,29.7,65.2,5.2,0.9,15.1,12.19,West,Blue
656,2015,Colorado,48739,216791,163128,454062,49,7.8,48596,49,13.7,88.9,2.7,0.9,2.8,11.15,West,Blue
657,2015,Connecticut,133565,123507,48350,307750,51,7.8,58268,52,9.5,83.9,7.5,0.3,3.6,11.41,Northeast,Blue
658,2015,Delaware,4520,23245,20043,50416,52,7.5,44855,52,4.8,77.7,15.7,0.5,3.5,11.01,South,Blue
659,2015,Florida,201131,572020,277768,1147082,53,7.4,42572,52,18.4,81.8,12,0.3,2.4,11.46,South,Red
660,2015,Georgia,192809,189445,126520,566946,49,7.3,41987,51,5.4,68,25.5,0.2,3.2,10.55,South,Red
661,2015,Hawaii,15266,0,0,15290,50,7.5,45379,48,6.8,27.7,1.7,0.3,49.2,11.09,South,Blue
662,2015,Idaho,29029,39024,53450,136946,50,7.1,35764,49,7,93.5,0.3,1.8,1,9.59,West,Red
663,2015,Illinois,838018,252978,146878,1247398,50,7.4,45962,50,10.1,81.3,9.9,0.2,4.1,11.62,Midwest,Blue
664,2015,Indiana,639313,249169,160378,1076917,50,7,36799,50,3.9,89.3,6.7,0.2,1.3,10.41,Midwest,Red
665,2015,Iowa,108952,2678,34192,147309,51,7.1,37927,51,2.6,95.3,1.8,0.3,1,9.59,Midwest,Red
