Sr.no.,year,state,permits,handguns,long_guns,bg_check,avg_age,avg_ed,avg_in,per_fem,per_hisp,per_white,per_black,per_native,per_asian,urb,region,pol
222,2006,Michigan,139160,28568,160454,332428,48,7,33284,50,2.4,87.4,8.3,0.6,1.6,10.81,Midwest,Purple
223,2006,Minnesota,63730,40890,131761,244712,48,7.1,35132,50,1.8,94.2,1.8,0.8,1.8,10.46,Midwest,Purple
224,2006,Mississippi,2661,48789,99937,179087,48,6.5,27383,53,1.3,67.3,30.5,0.4,0.8,8.91,South,Red
225,2006,Missouri,10166,51629,147089,230374,48,6.8,31047,51,1.8,89,7.4,0.5,1.1,10.2,Midwest,Red
226,2006,Montana,5138,17263,48533,87770,49,7,27905,50,1.5,92.1,0.3,4.9,0.6,8.47,West,Red
227,2006,Nebraska,20314,11,29589,51221,49,7,30319,51,3.8,93.4,2.1,0.8,1.1,10.2,Midwest,Red
228,2006,Nevada,9220,28653,29518,72963,47,6.9,38968,48,16.7,76.6,5.8,2,7.2,11.77,West,Purple
229,2006,New Hampshire,19021,16495,27288,63159,48,7.3,38569,50,1.3,97.2,0.5,0.1,1.1,9.92,Northeast,Purple
230,2006,New Jersey,0,16360,20311,37318,48,7.3,46786,51,10.6,77.6,10.2,0.2,6.3,12.24,Northeast,Blue
231,2006,New Mexico,2839,30287,42708,90321,49,6.9,31957,50,37.8,72.6,1.7,7.6,1.3,9.9,West,Blue
232,2006,New York,41723,28880,127694,199015,48,7.2,40414,52,10.1,77,11.1,0.3,5.3,12.56,Northeast,Blue
233,2006,North Carolina,104319,2675,146016,290024,48,6.9,32835,51,4.1,76.4,17.8,1,1.6,10.32,South,Red
234,2006,North Dakota,3004,5877,28340,39436,49,6.8,28632,50,0.7,95.5,0.3,3,0.3,9.05,Midwest,Red
235,2006,Ohio,0,119652,181106,325132,48,6.9,32906,51,1.7,89,8,0.2,1.1,10.88,Midwest,Red
236,2006,Oklahoma,0,59362,95241,190741,49,6.7,29930,50,4.2,80.5,5.1,6.7,1.1,9.94,South,Red
237,2006,Oregon,545,56364,103452,163705,49,7.2,34309,50,6,90,1,1.4,3.3,10.71,West,Blue
238,2006,Pennsylvania,2465,3,515760,520454,49,6.9,32516,51,2.3,90.8,5.9,0.1,1.5,11.15,Northeast,Purple
239,2006,Rhode Island,0,4315,4543,9936,48,7.1,36180,52,6.8,88.4,3.4,0.4,2,11.72,Northeast,Blue
240,2006,South Carolina,21547,45923,65660,148604,48,6.8,32105,52,2.6,74.9,21.8,0.4,1.1,10.11,South,Red
241,2006,South Dakota,0,9107,39529,52675,49,6.8,29131,50,1.2,92.6,0.4,5.2,0.5,8.73,Midwest,Red
242,2006,Tennessee,27999,98928,127063,258500,48,6.7,31740,51,2,84.7,12.4,0.3,0.9,10.2,South,Red
243,2006,Texas,89836,209106,364299,770236,47,6.8,35954,50,25.8,75.8,9.5,0.5,3,11.17,South,Red
244,2006,Utah,20556,24198,60665,106653,44,7.2,33261,48,7.1,92.2,0.6,0.8,2.1,10.96,West,Red
245,2006,Vermont,0,6743,13699,20713,48,7.3,31428,50,0.9,97,0.5,0.5,0.5,8.84,Northeast,Blue
246,2006,Virginia,NA,103742,132077,238862,47,7.3,41918,50,4.2,76.2,16.3,0.3,4.2,10.91,South,Blue
247,2006,Washington,64972,70278,96733,255387,47,7.3,38568,50,5.6,85.1,2.4,1.6,5.9,11.12,West,Blue
248,2006,West Virginia,17,33208,73218,137925,50,6.5,26298,50,0.6,95.5,2.7,0.2,0.6,9.11,South,Red
249,2006,Wisconsin,0,43652,143134,189228,48,6.9,32625,50,2,94.3,2.4,0.8,0.9,10.19,Midwest,Red
250,2006,Wyoming,2758,10469,24239,42376,48,6.9,32694,49,5.5,93.2,0.4,2.2,0.4,8.26,West,Red
251,2007,Alabama,0,91446,114695,245355,49,6.7,32398,51,1.9,76,21.1,0.5,0.8,9.61,South,Red
252,2007,Alaska,0,18339,26540,49604,43,6.8,36649,48,3.3,65.7,1.9,21.8,4.7,8.74,South,Red
253,2007,Arizona,33595,73717,68907,192071,48,7.1,38153,50,20,80.9,2.8,4.5,2.6,11.3,West,Red
254,2007,Arkansas,21203,40060,78154,169824,49,6.6,29266,51,2.9,84.5,11.6,0.7,0.8,9.26,South,Red
255,2007,California,277806,195941,191063,855943,47,7.1,45000,49,26.4,66.2,5.2,0.8,13.2,12.19,West,Blue
256,2007,Colorado,3079,84766,112173,221737,47,7.5,41951,49,13,87.5,2.8,0.9,2.2,11.15,West,Blue
257,2007,Connecticut,52769,29991,28627,116112,49,7.5,51077,51,7.4,85.7,6.8,0.2,2.7,11.41,Northeast,Blue
258,2007,Delaware,0,6300,9316,15912,49,7.1,39460,52,3.5,80.5,14.7,0.3,2.3,11.01,South,Blue
259,2007,Florida,0,236772,169954,426180,51,7.1,39088,51,16.2,82.1,11.1,0.3,2.1,11.46,South,Red
260,2007,Georgia,46333,82899,109975,270468,47,7,37875,51,4.9,69.4,24.5,0.2,2.8,10.55,South,Red
261,2007,Hawaii,6511,0,0,6521,49,7.3,39567,50,5.7,28.9,1.3,0.3,52.4,11.09,South,Blue
262,2007,Idaho,16496,20366,46097,93897,47,6.9,32737,49,6.1,93.7,0.3,1.3,1.1,9.59,West,Red
263,2007,Illinois,375313,64374,93588,536975,48,7.2,40293,51,8.2,81.4,9.6,0.2,3.4,11.62,Midwest,Blue
264,2007,Indiana,0,74545,104199,186864,48,6.8,33402,51,2.9,90.7,5.8,0.2,0.9,10.41,Midwest,Red
265,2007,Iowa,54471,231,42732,98888,49,6.9,31433,51,1.9,96.1,1.1,0.3,0.9,9.59,Midwest,Red
266,2007,Kansas,0,40613,60477,111502,48,7.1,34003,50,4.7,90.8,3.4,0.9,1.5,10.12,Midwest,Red
267,2007,Kentucky,1360388,77636,108671,1587850,48,6.6,31877,51,1.4,92.1,5.6,0.2,0.8,9.79,South,Red
268,2007,Louisiana,0,76147,109624,208201,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
269,2007,Maine,0,14846,33139,51279,50,7,31075,51,0.6,97,0.4,0.7,0.8,9.04,Northeast,Blue
270,2007,Maryland,11076,22237,45294,80249,48,7.5,48862,52,4.8,69,22.7,0.3,4.6,11.71,South,Blue
271,2007,Massachusetts,125399,22247,16963,165446,48,7.6,45873,52,5,88,4.1,0.2,4,11.84,Northeast,Red
272,2007,Michigan,139924,24619,143218,311851,49,7,34693,50,2.4,87.6,7.9,0.7,1.7,10.81,Midwest,Purple
273,2007,Minnesota,73309,44506,122205,248086,48,7.1,37158,50,1.7,94.3,1.7,0.8,1.7,10.46,Midwest,Purple
274,2007,Mississippi,7458,47222,92708,175298,49,6.6,29220,52,1.6,67.2,30.5,0.4,0.7,8.91,South,Red
275,2007,Missouri,31449,81328,139515,274085,49,6.8,32614,51,1.9,89.1,7.4,0.5,1.1,10.2,Midwest,Red
276,2007,Montana,5524,19125,49577,90355,50,7,31362,49,1.6,92.3,0.3,4.9,0.7,8.47,West,Red
277,2007,Nebraska,21499,11,29388,52042,49,7,31935,51,3.1,94.4,2,0.7,0.9,10.2,Midwest,Red
278,2007,Nevada,9100,29632,26412,70276,47,6.9,41106,48,17.2,76.9,6.2,1.5,7.4,11.77,West,Purple
279,2007,New Hampshire,20713,18784,25413,65110,48,7.3,40430,50,1.5,96.7,0.6,0.2,1.3,9.92,Northeast,Purple
280,2007,New Jersey,0,16505,19322,36412,48,7.4,50072,51,10.4,77.2,10.2,0.2,6.7,12.24,Northeast,Blue
281,2007,New Mexico,3398,33745,42206,93304,49,6.9,32944,50,36.8,72.5,1.4,8.7,1.6,9.9,West,Blue
282,2007,New York,39927,40064,131364,212174,49,7.3,42812,52,10.1,76.9,11,0.3,5.4,12.56,Northeast,Blue
283,2007,North Carolina,112868,2610,138244,289215,48,7,35363,51,4.3,77.1,17.1,1,1.6,10.32,South,Red
284,2007,North Dakota,3320,6471,30272,42311,49,6.8,30324,49,0.8,95.2,0.3,3.2,0.4,9.05,Midwest,Red
285,2007,Ohio,0,124805,178028,326114,48,7,34473,51,1.7,88.9,8.1,0.2,1.3,10.88,Midwest,Red
286,2007,Oklahoma,0,66041,87593,189081,49,6.8,31855,50,4.2,80,4.8,7.3,1.2,9.94,South,Red
287,2007,Oregon,566,60535,98202,162629,49,7.2,35926,50,6.2,89.9,1.1,1.5,3,10.71,West,Blue
288,2007,Pennsylvania,2646,1,558582,562603,49,6.9,34730,51,2.3,90.7,5.9,0.1,1.7,11.15,Northeast,Purple
289,2007,Rhode Island,0,4535,4734,10222,48,7.1,38700,52,6.4,89.2,3.8,0.2,1.9,11.72,Northeast,Blue
290,2007,South Carolina,24486,50001,61141,150133,49,6.9,33701,51,3,75.2,21.5,0.4,1,10.11,South,Red
291,2007,South Dakota,0,10178,39901,54013,49,6.8,28728,50,1.5,92.9,0.3,4.8,0.5,8.73,Midwest,Red
292,2007,Tennessee,0,114808,121906,241741,48,6.7,33879,51,2.2,85.1,11.8,0.3,1.1,10.2,South,Red
293,2007,Texas,75324,240007,343467,783596,47,6.9,38271,50,26,76.1,9.5,0.5,3.2,11.17,South,Red
294,2007,Utah,40685,29154,55928,127051,44,7.2,35435,48,7.5,92.5,0.6,1.2,2.1,10.96,West,Red
295,2007,Vermont,0,6673,12991,19951,49,7.3,33414,50,0.9,97.2,0.4,0.3,0.9,8.84,Northeast,Blue
296,2007,Virginia,0,114206,124081,241538,47,7.3,44258,50,4.3,76.5,16,0.3,4.2,10.91,South,Blue
297,2007,Washington,77723,79340,96921,276156,48,7.4,40747,49,5.8,85.5,2.3,1.4,6,11.12,West,Blue
298,2007,West Virginia,1,35393,66749,132396,51,6.5,28205,50,0.8,95.4,2.9,0.2,0.5,9.11,South,Red
299,2007,Wisconsin,0,43550,134686,180607,48,6.9,34398,50,2.2,94.2,2.4,0.6,0.9,10.19,Midwest,Red
300,2007,Wyoming,3296,11317,23828,42770,48,7,36308,49,5.6,94.5,0.4,1.6,0.4,8.26,West,Red
301,2008,Alabama,117,112649,143499,299432,49,6.8,33449,52,1.9,75.8,21.4,0.5,0.8,9.61,South,Red
302,2008,Alaska,0,22983,33094,61729,43,6.9,38827,47,3.6,64.7,2,22.5,4.5,8.74,South,Red
303,2008,Arizona,38724,80623,71653,208721,48,7.1,39567,50,20.2,83.4,2.9,4.3,2.6,11.3,West,Red
304,2008,Arkansas,31181,49419,79698,191799,50,6.5,29961,52,3.1,83.9,12,0.6,0.9,9.26,South,Red
305,2008,California,335184,227528,217609,780398,47,7.2,46447,49,27,67.9,5.3,0.9,13.5,12.19,West,Blue
306,2008,Colorado,1,117975,132372,285521,47,7.5,43861,49,13.2,88.5,2.8,0.8,2.4,11.15,West,Blue
307,2008,Connecticut,73454,37234,37053,155885,49,7.6,54031,51,7.7,85.8,6.8,0.2,3.1,11.41,Northeast,Blue
308,2008,Delaware,0,7822,9841,18102,50,7.1,41972,51,4.2,80.3,14.4,0.5,2.3,11.01,South,Blue
309,2008,Florida,0,288165,187986,503672,51,7.2,39593,51,16.5,83.1,11.2,0.3,2.3,11.46,South,Red
310,2008,Georgia,116574,105299,109944,367374,47,7.1,39477,51,5,69.1,25,0.2,2.7,10.55,South,Red
311,2008,Hawaii,8562,0,0,8569,49,7.3,40519,50,6.8,26.8,1.5,0.3,52.9,11.09,South,Blue
312,2008,Idaho,17469,23542,46609,100457,48,6.9,32395,49,6.4,94.3,0.5,0.9,1.1,9.59,West,Red
313,2008,Illinois,427723,80729,102650,615941,48,7.2,41536,51,8.3,82.6,9.7,0.2,3.4,11.62,Midwest,Blue
314,2008,Indiana,0,94880,115552,219900,48,6.9,34178,51,3.2,90.5,5.9,0.3,1.1,10.41,Midwest,Red
315,2008,Iowa,63746,355,42766,108330,49,6.9,32685,51,2.2,96.2,1.2,0.2,0.9,9.59,Midwest,Red
316,2008,Kansas,0,50572,64304,126084,49,7.1,35849,50,5.3,90.9,3.6,0.8,1.5,10.12,Midwest,Red
317,2008,Kentucky,1641815,86095,109564,1881101,49,6.7,33166,51,1.6,91.8,5.8,0.2,0.9,9.79,South,Red
318,2008,Louisiana,0,94932,129014,248355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
319,2008,Maine,0,18541,34394,56561,50,7,31287,51,0.6,96.9,0.4,0.6,0.7,9.04,Northeast,Blue
320,2008,Maryland,3357,36916,47551,89583,48,7.5,50041,52,5.2,68.9,22.8,0.3,4.8,11.71,South,Blue
321,2008,Massachusetts,75251,24184,19407,119859,48,7.6,47710,52,5.5,87.4,4.8,0.2,4.1,11.84,Northeast,Red
322,2008,Michigan,185005,26618,140993,357335,49,7,35323,51,2.5,87.4,8.2,0.6,1.6,10.81,Midwest,Purple
323,2008,Minnesota,92602,54590,121022,277175,48,7.2,38636,49,1.9,94.1,1.9,0.7,1.9,10.46,Midwest,Purple
324,2008,Mississippi,6416,54973,90221,181068,49,6.7,30997,53,1.4,67.2,30.6,0.4,0.8,8.91,South,Red
325,2008,Missouri,7896,138874,147805,321487,49,6.9,33990,51,2,89.2,7.2,0.4,1.2,10.2,Midwest,Red
326,2008,Montana,6854,22710,51084,97599,50,7.2,33363,49,1.5,93.2,0.2,4.4,0.6,8.47,West,Red
327,2008,Nebraska,25172,102,30070,56589,49,7,33212,51,3.6,94.2,2.2,0.6,0.9,10.2,Midwest,Red
328,2008,Nevada,10233,42766,35528,95252,48,7,41181,49,16.8,78.7,6.2,1.7,7.7,11.77,West,Purple
329,2008,New Hampshire,17087,23478,26434,67293,49,7.5,42749,50,1.5,96.8,0.4,0.2,1.3,9.92,Northeast,Purple
330,2008,New Jersey,0,19042,20719,40525,49,7.5,52013,51,10.9,78.3,10.5,0.2,6.4,12.24,Northeast,Blue
331,2008,New Mexico,4258,40601,46633,106131,49,6.9,34980,50,38.2,76,1.6,9.4,1.2,9.9,West,Blue
332,2008,New York,35622,44324,140795,221920,49,7.3,44207,52,10.3,77.2,11.3,0.4,5.8,12.56,Northeast,Blue
333,2008,North Carolina,156913,2770,148261,347473,49,7,36637,51,4.3,76.7,17.7,0.9,1.7,10.32,South,Red
334,2008,North Dakota,3930,8666,32021,46832,50,6.9,33587,49,0.9,95.1,0.6,2.8,0.3,9.05,Midwest,Red
335,2008,Ohio,0,161737,162264,350014,49,7,35339,51,1.8,88.9,8.2,0.2,1.2,10.88,Midwest,Red
336,2008,Oklahoma,0,86615,96827,221612,49,6.8,32673,51,4.3,80.6,4.9,6.6,1.3,9.94,South,Red
337,2008,Oregon,608,71876,103276,179887,49,7.3,37039,50,6.4,90.4,1.2,1.4,3,10.71,West,Blue
338,2008,Pennsylvania,2737,2,594353,598544,50,7,36049,51,2.6,90.8,5.8,0.1,1.6,11.15,Northeast,Purple
339,2008,Rhode Island,0,5869,5315,12405,49,7.2,40213,52,6.8,89.3,3.8,0.3,1.9,11.72,Northeast,Blue
340,2008,South Carolina,31913,70257,65954,184941,49,7,35021,52,3.1,75,21.8,0.3,0.9,10.11,South,Red
341,2008,South Dakota,0,14712,43438,62489,50,6.8,32175,50,1.1,93.3,0.5,4.6,0.4,8.73,Midwest,Red
342,2008,Tennessee,136,146725,129725,282819,49,6.8,34815,51,2.4,84.5,12.3,0.3,1.2,10.2,South,Red
343,2008,Texas,98980,337415,394276,944568,47,6.9,40111,50,26.3,78.7,9.7,0.6,3.3,11.17,South,Red
344,2008,Utah,92047,34625,53199,181592,44,7.3,36816,48,7.9,93.1,0.8,1,2.3,10.96,West,Red
345,2008,Vermont,0,8102,13499,21991,49,7.3,35742,52,1,97,0.3,0.3,0.5,8.84,Northeast,Blue
346,2008,Virginia,0,137088,137713,278974,47,7.3,45869,51,4.5,76.6,15.8,0.3,4.6,10.91,South,Blue
347,2008,Washington,82055,97464,113027,316589,48,7.4,42669,50,6,85,2.4,1.5,6.3,11.12,West,Blue
348,2008,West Virginia,0,43587,72132,147689,51,6.5,28918,51,0.8,95.7,2.6,0.2,0.5,9.11,South,Red
349,2008,Wisconsin,0,54002,130285,186819,49,7,35301,50,2.5,94.2,2.5,0.7,1.2,10.19,Midwest,Red
350,2008,Wyoming,4232,15302,25014,49255,48,7,37631,49,5,93.8,0.8,2.1,0.6,8.26,West,Red
351,2009,Alabama,2619,119867,146978,317868,50,6.8,33081,52,2,75.8,21,0.6,0.8,9.61,South,Red
352,2009,Alaska,0,23339,31112,60780,44,6.9,38433,48,3.5,63.6,2.7,23.3,4.5,8.74,South,Red
353,2009,Arizona,41143,82347,71188,215379,49,7.2,37966,50,19.6,83.5,3.1,4.3,2.5,11.3,West,Red
354,2009,Arkansas,43585,55239,76494,209842,50,6.6,29966,51,3.2,83.8,11.9,0.7,1,9.26,South,Red
355,2009,California,291115,240795,256203,788164,48,7.2,44692,49,27.5,67.5,5.3,0.9,13.6,12.19,West,Blue
356,2009,Colorado,1,126647,132671,313641,47,7.6,43400,50,13.5,88.5,2.9,0.9,2.4,11.15,West,Blue
357,2009,Connecticut,114110,46464,40850,202454,49,7.6,52468,52,8.3,85.5,6.9,0.2,3,11.41,Northeast,Blue
358,2009,Delaware,0,9712,10246,20530,50,7.2,40444,52,4.5,80.5,14,0.4,2.5,11.01,South,Blue
359,2009,Florida,0,323436,195554,556540,52,7.2,38059,51,16.7,82.5,11.6,0.3,2.2,11.46,South,Red
360,2009,Georgia,128237,105011,101644,373237,48,7.1,38487,51,4.9,69.3,24.8,0.2,2.8,10.55,South,Red
361,2009,Hawaii,10511,0,0,10511,50,7.3,39734,50,6.2,27.3,0.9,0.3,51.9,11.09,South,Blue
362,2009,Idaho,20319,23365,43713,99243,48,7,31596,49,6.5,94,0.5,1.3,1,9.59,West,Red
363,2009,Illinois,528388,99880,118568,752071,48,7.2,41507,51,8.6,82.2,9.6,0.2,3.6,11.62,Midwest,Blue
364,2009,Indiana,31606,110487,118446,273803,49,6.9,33520,51,3.4,90.4,6,0.2,1.1,10.41,Midwest,Red
365,2009,Iowa,76640,441,41520,120233,50,7,33185,51,2,96.2,1.2,0.3,1,9.59,Midwest,Red
366,2009,Kansas,0,59429,70038,142984,49,7.1,35598,51,5.2,90.9,3.4,1,1.7,10.12,Midwest,Red
367,2009,Kentucky,1943007,90376,108036,2189578,49,6.7,32452,51,1.6,91.7,5.9,0.2,0.8,9.79,South,Red
368,2009,Louisiana,0,97990,122013,247084,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
369,2009,Maine,0,21341,35648,60955,51,7,31969,51,1,97,0.5,0.7,0.5,9.04,Northeast,Blue
370,2009,Maryland,1,45907,47237,95191,48,7.6,50829,52,5.4,68.1,23.1,0.3,5.1,11.71,South,Blue
371,2009,Massachusetts,44428,30166,22114,98864,49,7.6,47483,52,5.6,87.2,4.6,0.2,4.3,11.84,Northeast,Red
372,2009,Michigan,194808,25707,135169,362172,50,7,34399,51,2.6,87.8,8,0.6,1.7,10.81,Midwest,Purple
373,2009,Minnesota,94956,61840,117678,285130,49,7.1,37829,50,2,93.9,2,0.8,1.8,10.46,Midwest,Purple
374,2009,Mississippi,2970,51789,80682,167057,50,6.6,30157,53,1.8,66.2,31.2,0.5,0.7,8.91,South,Red
375,2009,Missouri,13189,158961,151973,355678,49,6.9,33644,51,2.1,88.9,7.6,0.4,1.2,10.2,Midwest,Red
376,2009,Montana,8591,24931,49599,101976,50,7.1,31625,50,1.8,93.2,0.2,4.3,0.4,8.47,West,Red
377,2009,Nebraska,29559,135,28315,59328,49,7.1,33786,50,4.2,93.6,2.2,0.8,1,10.2,Midwest,Red
378,2009,Nevada,12361,47416,39831,107343,48,7,40057,48,17.3,77.8,6.4,1.6,7.9,11.77,West,Purple
379,2009,New Hampshire,18663,27945,29280,76102,49,7.4,41295,51,1.6,96.3,0.8,0.2,1.2,9.92,Northeast,Purple
380,2009,New Jersey,0,29976,24517,55533,49,7.5,52175,51,11.7,77.6,10.2,0.3,6.8,12.24,Northeast,Blue
381,2009,New Mexico,5871,40840,44715,106854,50,7,34167,50,38.2,75.4,1.4,9.7,1.2,9.9,West,Blue
382,2009,New York,34216,54613,148597,241165,49,7.3,44532,52,10.8,77.2,11.2,0.3,5.5,12.56,Northeast,Blue
383,2009,North Carolina,182768,2648,139077,368460,49,7.1,35722,52,4.4,76.3,18.1,0.9,1.8,10.32,South,Red
384,2009,North Dakota,6492,9779,29090,47962,50,7,35931,50,1,94.8,0.5,3.3,0.4,9.05,Midwest,Red
385,2009,Ohio,0,194377,168250,395580,49,7,34876,51,1.8,88.6,8.4,0.2,1.3,10.88,Midwest,Red
386,2009,Oklahoma,0,96676,95024,234562,49,6.8,32731,50,4.7,79.7,5,6.8,1.3,9.94,South,Red
387,2009,Oregon,690,77167,102016,185043,49,7.3,36583,50,6.4,89.4,1.2,1.2,3.6,10.71,West,Blue
388,2009,Pennsylvania,2278,7,637968,641696,50,7,36365,51,2.6,90.6,5.9,0.1,1.7,11.15,Northeast,Purple
389,2009,Rhode Island,0,7168,6244,14799,49,7.2,40433,53,7,88.1,4.2,0.4,2.2,11.72,Northeast,Blue
390,2009,South Carolina,53242,78235,64021,214584,49,7,34203,52,2.8,74.7,22.1,0.3,1.2,10.11,South,Red
391,2009,South Dakota,0,16164,42901,63748,49,6.9,31633,50,1.3,93.3,0.5,4.1,0.5,8.73,Midwest,Red
392,2009,Tennessee,100410,166340,135670,408991,49,6.8,33658,51,2.4,84.5,12.4,0.2,1.1,10.2,South,Red
393,2009,Texas,147383,364996,377244,1014015,47,6.9,39831,50,27,78.5,9.6,0.6,3.4,11.17,South,Red
394,2009,Utah,174201,34134,46020,256136,44,7.3,36434,48,7.7,92.8,0.5,1,2.4,10.96,West,Red
395,2009,Vermont,0,8898,13594,23085,50,7.3,34995,50,0.8,97.7,0.4,0.2,0.6,8.84,Northeast,Blue
396,2009,Virginia,0,148246,143801,296463,48,7.4,45966,51,4.6,76.1,16,0.4,4.6,10.91,South,Blue
397,2009,Washington,83867,111756,111328,336732,48,7.4,41780,50,6.5,84.7,2.3,1.5,6.6,11.12,West,Blue
398,2009,West Virginia,165,49248,72072,156831,51,6.6,30104,51,0.8,95,2.6,0.2,0.6,9.11,South,Red
399,2009,Wisconsin,0,64458,128637,196951,49,7,34785,50,2.7,94.2,2.7,0.7,1.1,10.19,Midwest,Red
400,2009,Wyoming,6943,15729,23371,51395,48,7.1,36966,48,5.7,93.9,0.6,2.1,0.5,8.26,West,Red
401,2010,Alabama,4621,116963,136519,308607,50,6.8,33196,52,2.1,74.9,22,0.6,0.9,9.61,South,Red
402,2010,Alaska,0,25720,33177,65909,44,6.9,38612,47,4.2,62.3,2.2,24.2,5.2,8.74,South,Red
403,2010,Arizona,24751,89162,69067,206050,50,7.2,36938,50,19.8,83,3.4,4.7,2.5,11.3,West,Red
404,2010,Arkansas,31305,49992,72206,191448,50,6.6,29928,51,3.1,83.7,12.6,0.6,0.9,9.26,South,Red
405,2010,California,295252,245159,275458,816399,48,7.2,43859,50,28.3,67.4,5.2,0.8,14.1,12.19,West,Blue
406,2010,Colorado,12928,130155,129642,300820,48,7.6,42129,50,13.7,88.1,2.9,1,2.4,11.15,West,Blue
407,2010,Connecticut,90942,47545,40546,179595,50,7.6,51812,52,8.6,85.1,7.3,0.2,2.9,11.41,Northeast,Blue
408,2010,Delaware,0,9230,9466,19240,51,7.2,40413,52,4.2,79.2,15,0.4,2.8,11.01,South,Blue
409,2010,Florida,35,332371,186675,559347,52,7.2,37095,52,17.3,82.2,11.9,0.3,2.3,11.46,South,Red
410,2010,Georgia,95959,99145,95541,333247,48,7.1,37031,52,5,68.5,25.4,0.2,2.9,10.55,South,Red
411,2010,Hawaii,10527,0,0,10533,50,7.3,39333,50,6.3,26.5,1.2,0.3,52.6,11.09,South,Blue
412,2010,Idaho,13758,23081,42074,92031,49,7,31457,49,7.3,94,0.4,1.4,1,9.59,West,Red
413,2010,Illinois,463699,109204,116746,695300,49,7.3,40527,51,8.7,82.5,9.7,0.2,3.5,11.62,Midwest,Blue
414,2010,Indiana,105419,112615,114450,345650,49,6.9,33259,51,3.5,90.4,6.1,0.3,1.1,10.41,Midwest,Red
415,2010,Iowa,82079,588,40400,124738,50,7,32943,51,2.5,95.7,1.4,0.3,1,9.59,Midwest,Red
416,2010,Kansas,4008,57808,67562,144156,50,7.2,35321,51,5.1,90.8,3.5,0.9,1.5,10.12,Midwest,Red
417,2010,Kentucky,2149338,84311,99910,2385579,49,6.7,32306,51,1.7,91.3,6.3,0.2,0.8,9.79,South,Red
418,2010,Louisiana,0,89765,119251,239204,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,South,Red
419,2010,Maine,0,23380,37968,65988,51,7.1,31797,51,0.8,96.7,0.7,0.7,0.6,9.04,Northeast,Blue
420,2010,Maryland,4,39909,45556,88162,49,7.6,50237,52,5.6,67.7,23.3,0.3,5.2,11.71,South,Blue
421,2010,Massachusetts,58474,33468,21903,115904,49,7.7,46909,52,5.8,86.5,4.8,0.2,4.3,11.84,Northeast,Red
422,2010,Michigan,194283,18523,129008,348200,50,7.1,33856,51,2.6,87.3,8.2,0.7,1.8,10.81,Midwest,Purple
423,2010,Minnesota,109840,58612,117485,297390,49,7.2,37879,50,2,93.8,2,0.8,1.9,10.46,Midwest,Purple
424,2010,Mississippi,3826,50788,80935,169873,50,6.7,29620,52,1.8,65.3,32.2,0.4,0.8,8.91,South,Red
425,2010,Missouri,23095,149923,141957,349672,49,6.9,33004,52,2.2,88.8,7.7,0.4,1.3,10.2,Midwest,Red
426,2010,Montana,7857,25083,48163,101095,50,7.3,32569,50,1.8,93.2,0.3,4.5,0.4,8.47,West,Red
427,2010,Nebraska,27728,897,28141,58283,50,7.1,33258,50,4.1,94,2.4,0.8,0.9,10.2,Midwest,Red
428,2010,Nevada,13332,46625,36803,104789,49,7,38747,49,18,77.2,6.2,1.5,7.9,11.77,West,Purple
429,2010,New Hampshire,22799,28788,27960,79940,50,7.5,42519,51,1.3,95.8,0.8,0.3,1.7,9.92,Northeast,Purple
430,2010,New Jersey,0,25593,24032,50522,50,7.5,50863,51,11.9,76.9,10.6,0.2,7,12.24,Northeast,Blue
431,2010,New Mexico,8100,42618,42293,109069,50,7,33984,50,38,76.6,1.6,9.5,1.2,9.9,West,Blue
432,2010,New York,30047,59848,147539,241495,49,7.3,44066,51,11.3,76.2,11.3,0.4,6,12.56,Northeast,Blue
433,2010,North Carolina,150722,3007,128899,331637,49,7.1,35300,52,4.6,75.9,18.4,0.9,1.8,10.32,South,Red
434,2010,North Dakota,4051,9932,30214,47083,50,7,33360,50,1.3,94.3,0.6,3.1,0.7,9.05,Midwest,Red
435,2010,Ohio,1,199090,159740,393250,50,7,34578,51,2,88.1,8.7,0.2,1.4,10.88,Midwest,Red
436,2010,Oklahoma,0,95249,91058,233909,50,6.8,32330,50,5,78.8,5,7.4,1.3,9.94,South,Red
437,2010,Oregon,486,80060,98279,184835,50,7.3,35513,50,6.4,89.8,1.2,1.3,3.3,10.71,West,Blue
438,2010,Pennsylvania,2569,6,622368,626677,50,7,35903,51,2.8,90.2,6,0.1,1.9,11.15,Northeast,Purple
439,2010,Rhode Island,0,7641,6062,14835,49,7.2,40023,52,7,88.3,3.9,0.3,2.2,11.72,Northeast,Blue
440,2010,South Carolina,48351,70314,61328,201628,50,7,33022,52,3,73.7,23,0.3,1,10.11,South,Red
441,2010,South Dakota,0,16624,41403,63151,50,7,32836,50,1.4,93.5,0.5,4.5,0.3,8.73,Midwest,Red
442,2010,Tennessee,102940,166078,135550,411024,50,6.8,33113,51,2.3,84,12.7,0.3,1.3,10.2,South,Red
443,2010,Texas,122062,344377,361378,968071,48,6.9,38895,49,27.5,78.9,9.8,0.6,3.6,11.17,South,Red
444,2010,Utah,481563,28442,41495,553134,45,7.3,36134,48,8.5,91.9,0.7,0.9,2.6,10.96,West,Red
